0.0564751,0.0649183,0.0750284,0.0580805,0.0675728,0.0747267,0.0693835,0.0634471,0.0691638,0.0699454,0.0720028,0.0626849
0.0692351,0.0600472,0.0615139,0.0654349,0.070696,0.0629324,0.0673814,0.0569827,0.069111,0.0574356,0.0666281,0.0581268
0.0555967,0.0676864,0.0574623,0.0619869,0.0590733,0.0687351,0.0661703,0.0617457,0.0535909,0.0662922,0.0627329,0.0706435
0.0703839,0.0555587,0.0569987,0.064164,0.0533223,0.0654026,0.0681431,0.0647158,0.057504,0.0589723,0.056919,0.0590621
0.0508692,0.0675373,0.0557383,0.0575658,0.0640838,0.0698187,0.0662839,0.0478798,0.0534101,0.07375,0.0671536,0.0593278
0.0588776,0.0541318,0.0566639,0.0598715,0.0633152,0.061496,0.05963,0.0549651,0.0580869,0.0675066,0.0682631,0.0589556
0.0525233,0.0538494,0.0592695,0.0560474,0.0596505,0.0605801,0.0537462,0.0541519,0.049287,0.0577747,0.0592099,0.0555448
0.0580344,0.0488492,0.0605546,0.0580097,0.057593,0.0515905,0.0598107,0.0534936,0.0594908,0.0419629,0.0511375,0.0535676
0.0557334,0.0495632,0.0567542,0.0552342,0.0433936,0.0565436,0.05158,0.049948,0.0567789,0.0498068,0.0564154,0.0476376
0.0493403,0.0540576,0.0502044,0.0534522,0.0486382,0.0428837,0.0493635,0.0557081,0.0484384,0.0589226,0.0577084,0.0505651
0.0592367,0.0584179,0.0525289,0.0542925,0.0539865,0.0566747,0.0460377,0.056489,0.0487473,0.0479922,0.0471031,0.0604854
0.0515957,0.0515096,0.0536973,0.0690096,0.0498189,0.0592186,0.0578961,0.0509795,0.0535835,0.0403061,0.0538911,0.0485027
0.0445866,0.0520092,0.0519587,0.0488176,0.0495541,0.051575,0.0531938,0.0496326,0.0582159,0.0598167,0.0483994,0.0512068
0.0450514,0.0417984,0.0530912,0.0499849,0.0513469,0.0664463,0.0480998,0.0536236,0.060169,0.0571644,0.0426465,0.052738
0.0485531,0.0500645,0.0406129,0.0525796,0.0431163,0.0514935,0.0568486,0.0496737,0.0456458,0.0522211,0.0433599,0.0507578
0.0425405,0.0489472,0.0506079,0.0449297,0.0436849,0.0415346,0.0420066,0.0494579,0.0486221,0.0521998,0.0471788,0.0570353
0.0519529,0.0511629,0.0458634,0.0517254,0.055821,0.0495561,0.0419581,0.0390086,0.0425744,0.0358839,0.044895,0.0393264
0.0375676,0.0406219,0.0578873,0.0433528,0.0409734,0.0560577,0.0416297,0.0500808,0.0410035,0.0442316,0.0438639,0.0375993
0.0530658,0.0388557,0.0473645,0.04532,0.038924,0.041647,0.0509864,0.0427503,0.0575048,0.048209,0.0421413,0.0501191
0.0393176,0.0455457,0.0481866,0.0366672,0.0500857,0.0429973,0.0453085,0.0455634,0.0550677,0.0472831,0.0456074,0.0436943
0.0364552,0.0382809,0.0414078,0.0536064,0.0463727,0.0510608,0.0449172,0.0429849,0.0440515,0.0475942,0.0395646,0.0426725
0.0503309,0.0468262,0.0413839,0.0444297,0.0481138,0.0438801,0.0380984,0.0410138,0.0436663,0.0462643,0.0437794,0.0365598
0.0468241,0.0430077,0.0348602,0.0370965,0.0435981,0.0459203,0.0497621,0.0467928,0.040619,0.0398719,0.0392133,0.039608
0.0432256,0.0457582,0.0468272,0.0415733,0.0388443,0.0440126,0.0491375,0.0371817,0.0378755,0.0350494,0.0403559,0.0452721
